Customer_ID,Age,Gender,City,Membership_Type,PreferredLoginDevice,Average_Rating,Last_Purchase_Date,Last_Purchase,Satisfaction Level,Product Category,Total Purchase Amount,Churn
1105,33,Male,Miami,Silver,Mobile Phone,4.1,14/11/2023,54,Unsatisfied,Clothing,3168,0
1106,52,Female,Los Angeles,Silver,Mobile Phone,3,20/12/2023,18,Neutral,Home,5071,0
1107,52,Female,Chicago,Bronze,Computer,4.7,19/12/2023,19,Satisfied,Electronics,1522,0
1108,57,Female,Los Angeles,Silver,Mobile Phone,3.1,10/12/2023,28,Neutral,Clothing,4521,0
1109,20,Female,New York,Gold,Computer,4.5,9/12/2023,29,Satisfied,Clothing,3310,1
1110,22,Male,Houston,Bronze,Computer,4.7,19/12/2023,19,Satisfied,Home,1952,1
1111,22,Male,New York,Gold,Mobile Phone,4,23/12/2023,15,Neutral,Books,1891,1
1112,60,Female,Los Angeles,Silver,Computer,4.8,25/12/2023,13,Satisfied,Books,3131,0
1113,60,Female,New York,Gold,Mobile Phone,3.3,29/11/2023,39,Unsatisfied,Electronics,1014,0
1114,60,Female,Houston,Bronze,Mobile Phone,4,23/12/2023,15,Neutral,Home,736,0
1115,48,Male,Miami,Silver,Mobile Phone,3.8,3/12/2023,35,Unsatisfied,Home,1089,0
1116,23,Female,New York,Gold,Mobile Phone,3.2,13/12/2023,25,Neutral,Home,4675,1
1117,22,Female,New York,Gold,Mobile Phone,4.2,24/12/2023,14,Satisfied,Clothing,458,0
1118,59,Male,Chicago,Bronze,Mobile Phone,3.5,3/12/2023,35,Unsatisfied,Books,3619,0
1119,59,Male,Los Angeles,Silver,Computer,4.2,22/12/2023,16,Neutral,Electronics,1649,0
1120,51,Female,Miami,Silver,Computer,3.9,21/11/2023,47,Unsatisfied,Books,5143,0
1121,51,Female,San Francisco,Gold,Mobile Phone,4.7,28/12/2023,10,Satisfied,Electronics,344,0
1122,51,Female,Los Angeles,Silver,Mobile Phone,4.2,24/12/2023,14,Satisfied,Home,4150,0
1123,51,Female,Chicago,Bronze,Mobile Phone,3.5,1/12/2023,37,Unsatisfied,Clothing,2264,0
1124,51,Female,Houston,Bronze,Computer,3.2,14/12/2023,24,Neutral,Books,4017,0
1125,35,Female,New York,Gold,Mobile Phone,4.7,19/12/2023,19,Satisfied,Electronics,3999,0
1126,35,Female,Houston,Bronze,Mobile Phone,3,20/12/2023,18,Neutral,Clothing,3655,0
1127,28,Female,Miami,Silver,Mobile Phone,3.9,21/11/2023,47,Unsatisfied,Electronics,3648,1
1128,53,Male,Chicago,Bronze,Mobile Phone,4.2,20/12/2023,18,Neutral,Home,283,0
1129,53,Male,San Francisco,Gold,Mobile Phone,3.3,25/11/2023,43,Unsatisfied,Electronics,2786,0
1130,51,Male,Chicago,Bronze,Mobile Phone,3.6,29/11/2023,39,Unsatisfied,Electronics,2183,1
1131,29,Female,Los Angeles,Silver,Mobile Phone,4.2,24/12/2023,14,Satisfied,Clothing,1884,0
1132,29,Female,Chicago,Bronze,Computer,3.5,1/12/2023,37,Unsatisfied,Clothing,2795,0
1133,47,Female,Houston,Bronze,Mobile Phone,3.8,1/12/2023,37,Unsatisfied,Home,2527,1
1134,45,Female,Miami,Silver,Mobile Phone,4.1,14/11/2023,54,Unsatisfied,Home,1137,0
1135,45,Female,San Francisco,Gold,Computer,4.8,25/12/2023,13,Satisfied,Books,3000,0
1136,24,Male,New York,Gold,Mobile Phone,4.7,14/12/2023,24,Satisfied,Books,1315,0
1137,59,Female,Houston,Bronze,Computer,3.9,21/11/2023,47,Unsatisfied,Books,4620,0
1138,28,Female,Houston,Bronze,Computer,4.7,9/12/2023,29,Satisfied,Home,1680,0
1139,24,Female,San Francisco,Gold,Mobile Phone,4.8,26/12/2023,12,Satisfied,Electronics,3129,0
1140,60,Female,San Francisco,Gold,Computer,4.7,28/12/2023,10,Satisfied,Clothing,4934,0
1141,29,Male,Los Angeles,Silver,Mobile Phone,4.3,25/12/2023,13,Neutral,Electronics,3960,1
1142,37,Male,New York,Gold,Mobile Phone,4.7,19/12/2023,19,Satisfied,Clothing,2276,1
1143,37,Male,Los Angeles,Silver,Computer,4,23/12/2023,15,Neutral,Electronics,1682,1
1144,65,Female,Houston,Bronze,Mobile Phone,4.8,25/12/2023,13,Satisfied,Electronics,1773,1
1145,65,Female,Miami,Silver,Mobile Phone,3.3,29/11/2023,39,Unsatisfied,Books,2339,1
1146,32,Female,San Francisco,Gold,Mobile Phone,3.6,27/11/2023,41,Unsatisfied,Electronics,1962,0
1147,35,Female,Los Angeles,Silver,Mobile Phone,4.5,11/12/2023,27,Satisfied,Electronics,2018,1
1148,44,Male,Houston,Bronze,Computer,4.1,20/12/2023,18,Neutral,Books,4450,0
1149,52,Female,Miami,Silver,Mobile Phone,3.9,21/11/2023,47,Unsatisfied,Books,1043,0
1150,52,Female,New York,Gold,Mobile Phone,3.2,13/12/2023,25,Neutral,Books,605,1
1151,44,Male,Houston,Bronze,Computer,3.8,6/12/2023,32,Unsatisfied,Home,4911,0
1152,70,Female,Los Angeles,Silver,Computer,4.3,25/12/2023,13,Neutral,Home,2207,1
1153,45,Female,Miami,Silver,Computer,4.7,19/12/2023,19,Satisfied,Clothing,381,0
1154,48,Female,New York,Gold,Mobile Phone,4.1,20/12/2023,18,Neutral,Home,1931,0
1155,48,Female,Los Angeles,Silver,Computer,3.4,26/11/2023,42,Unsatisfied,Clothing,2524,0
1156,34,Female,Houston,Bronze,Mobile Phone,3.4,15/12/2023,23,Neutral,Electronics,3826,1
1157,36,Female,New York,Gold,Mobile Phone,4.2,24/12/2023,14,Satisfied,Clothing,2504,0
1158,19,Female,Miami,Silver,Mobile Phone,4.1,14/11/2023,54,Unsatisfied,Clothing,4847,0
1159,19,Female,Houston,Bronze,Mobile Phone,3.4,15/12/2023,23,Neutral,Clothing,3172,0
1160,55,Male,New York,Gold,Mobile Phone,4.7,17/12/2023,21,Satisfied,Electronics,4857,0
1161,55,Male,Houston,Bronze,Mobile Phone,3.1,18/12/2023,20,Neutral,Electronics,4663,0
1162,40,Female,Miami,Silver,Computer,3.9,22/11/2023,46,Unsatisfied,Home,2234,0
1163,40,Female,New York,Gold,Mobile Phone,4.5,17/12/2023,21,Satisfied,Electronics,2371,0
1164,40,Female,Houston,Bronze,Mobile Phone,3.2,13/12/2023,25,Neutral,Electronics,4535,0
1165,61,Male,Chicago,Bronze,Mobile Phone,3.3,29/11/2023,39,Unsatisfied,Books,4406,0
1166,61,Male,Los Angeles,Silver,Mobile Phone,4,23/12/2023,15,Neutral,Clothing,1786,0
1167,61,Male,Houston,Bronze,Mobile Phone,3,20/12/2023,18,Neutral,Books,1907,0
1168,61,Male,New York,Gold,Mobile Phone,4.7,19/12/2023,19,Satisfied,Clothing,2245,0
1169,49,Female,Los Angeles,Silver,Mobile Phone,4.3,25/12/2023,13,Neutral,Electronics,3059,0
1170,57,Female,New York,Gold,Computer,3.4,15/12/2023,23,Unsatisfied,Books,4881,0
1171,67,Male,New York,Gold,Mobile Phone,3.1,19/12/2023,19,Neutral,Electronics,1191,0
1172,20,Male,San Francisco,Gold,Mobile Phone,4.7,28/12/2023,10,Satisfied,Electronics,4176,0
1173,51,Male,Houston,Bronze,Computer,4.1,8/11/2023,60,Unsatisfied,Clothing,4806,0
1174,59,Female,Chicago,Bronze,Mobile Phone,3.3,28/11/2023,40,Unsatisfied,Electronics,3069,0
1175,59,Female,Los Angeles,Silver,Mobile Phone,4.1,21/12/2023,17,Neutral,Home,1439,0
1176,34,Male,Houston,Bronze,Mobile Phone,4.7,28/12/2023,10,Satisfied,Clothing,2022,0
1177,19,Male,Miami,Silver,Mobile Phone,4.8,25/12/2023,13,Satisfied,Home,3719,1
1178,49,Male,San Francisco,Gold,Computer,3.3,29/11/2023,39,Unsatisfied,Electronics,2276,0
1179,32,Female,Houston,Bronze,Mobile Phone,4.4,16/12/2023,22,Satisfied,Books,3935,1
1180,64,Male,Houston,Bronze,Mobile Phone,3.2,14/12/2023,24,Neutral,Electronics,3190,0
1181,46,Female,San Francisco,Gold,Mobile Phone,3.8,5/12/2023,33,Unsatisfied,Books,1192,0
1182,70,Male,Houston,Bronze,Mobile Phone,3.1,19/12/2023,19,Neutral,Home,1743,1
1183,70,Male,Miami,Silver,Mobile Phone,3.8,5/12/2023,33,Unsatisfied,Books,2199,1
1184,30,Male,Miami,Silver,Mobile Phone,4.9,27/12/2023,11,Satisfied,Home,4970,0
1185,30,Male,Houston,Bronze,Computer,3.8,2/12/2023,36,Unsatisfied,Electronics,1168,0
1186,18,Male,Houston,Bronze,Mobile Phone,3.8,30/11/2023,38,Unsatisfied,Electronics,3398,0
1187,22,Female,Chicago,Bronze,Mobile Phone,3.5,30/11/2023,38,Unsatisfied,Home,3253,0
1188,43,Male,New York,Gold,Computer,3.4,9/12/2023,29,Neutral,Electronics,731,0
1189,43,Male,Los Angeles,Silver,Mobile Phone,4.5,5/12/2023,33,Satisfied,Books,3168,0
1190,54,Male,Houston,Bronze,Mobile Phone,3.1,17/12/2023,21,Neutral,Home,3956,0
1191,46,Male,San Francisco,Gold,Mobile Phone,3.3,29/11/2023,39,Unsatisfied,Electronics,4448,0
1192,46,Male,Los Angeles,Silver,Mobile Phone,4.7,19/12/2023,19,Satisfied,Books,2898,0
1193,46,Male,Chicago,Bronze,Mobile Phone,4,23/12/2023,15,Neutral,Home,1429,0
1194,27,Male,New York,Gold,Computer,3.1,19/12/2023,19,Neutral,Clothing,1121,0
1195,27,Male,Los Angeles,Silver,Mobile Phone,4.5,18/12/2023,20,Satisfied,Home,4526,0
1196,27,Male,Chicago,Bronze,Computer,4.2,24/12/2023,14,Satisfied,Clothing,2200,0
1197,60,Male,Houston,Bronze,Mobile Phone,3.3,17/12/2023,21,Neutral,Electronics,507,1
1198,60,Male,Miami,Silver,Computer,4,18/11/2023,50,Unsatisfied,Home,1017,1
1199,49,Male,Los Angeles,Silver,Mobile Phone,4.3,26/12/2023,12,Neutral,Clothing,399,0
1200,49,Male,New York,Gold,Mobile Phone,4.5,12/12/2023,26,Satisfied,Electronics,2182,0
1201,56,Male,Houston,Bronze,Computer,3,20/12/2023,18,Neutral,Electronics,1453,0
1202,48,Male,Miami,Silver,Mobile Phone,3.9,21/11/2023,47,Unsatisfied,Home,4287,0
1203,48,Male,Miami,Silver,Computer,4.8,26/12/2023,12,Satisfied,Home,4369,1
1204,62,Female,Chicago,Bronze,Mobile Phone,4.1,21/12/2023,17,Neutral,Electronics,5264,0
1205,57,Female,San Francisco,Gold,Mobile Phone,3,13/12/2023,25,Neutral,Clothing,1513,0
1206,60,Female,Miami,Silver,Mobile Phone,3.8,6/12/2023,32,Unsatisfied,Clothing,3389,1
1207,60,Female,Houston,Bronze,Mobile Phone,3,20/12/2023,18,Neutral,Clothing,4755,1
1208,56,Male,Houston,Bronze,Mobile Phone,3.2,14/12/2023,24,Neutral,Clothing,851,0
1209,68,Male,Miami,Silver,Mobile Phone,4.1,14/11/2023,54,Unsatisfied,Books,3326,0
1210,56,Male,Los Angeles,Silver,Computer,4.2,22/12/2023,16,Neutral,Books,4705,0
1211,56,Male,Chicago,Bronze,Mobile Phone,3.5,3/12/2023,35,Unsatisfied,Clothing,690,0
1212,20,Male,New York,Gold,Mobile Phone,4.5,18/12/2023,20,Satisfied,Home,2609,0
1213,64,Female,Houston,Bronze,Mobile Phone,3.8,6/12/2023,32,Unsatisfied,Clothing,1180,0
1214,64,Female,New York,Gold,Mobile Phone,3,20/12/2023,18,Neutral,Home,2513,0
1215,64,Female,Miami,Silver,Computer,4.9,29/12/2023,9,Satisfied,Home,3094,0
1216,55,Male,Los Angeles,Silver,Mobile Phone,4.1,21/12/2023,17,Neutral,Electronics,1947,0
1217,59,Female,Los Angeles,Silver,Mobile Phone,4.1,21/12/2023,17,Neutral,Clothing,2666,0
1218,45,Male,New York,Gold,Mobile Phone,4,15/11/2023,53,Unsatisfied,Clothing,1119,0
1219,45,Male,San Francisco,Gold,Mobile Phone,4.8,26/12/2023,12,Satisfied,Electronics,559,0
1220,19,Female,Miami,Silver,Computer,4.1,7/11/2023,61,Unsatisfied,Books,4070,1
1221,19,Female,San Francisco,Gold,Computer,4.8,24/12/2023,14,Satisfied,Home,2936,1
1222,28,Female,Miami,Silver,Mobile Phone,4.9,29/12/2023,9,Satisfied,Home,286,0
1223,44,Male,Chicago,Bronze,Computer,3.6,30/11/2023,38,Unsatisfied,Clothing,1760,0
1224,62,Female,San Francisco,Gold,Mobile Phone,3.9,21/11/2023,47,Unsatisfied,Books,5090,0
1225,58,Female,Los Angeles,Silver,Mobile Phone,4.5,17/12/2023,21,Satisfied,Home,536,0
1226,34,Female,Los Angeles,Silver,Mobile Phone,4.6,11/12/2023,27,Satisfied,Home,2614,0
1227,22,Female,New York,Gold,Mobile Phone,3.1,19/12/2023,19,Neutral,Home,4024,0
1228,59,Female,Houston,Bronze,Computer,4.8,25/12/2023,13,Satisfied,Clothing,4435,0
1229,26,Male,Los Angeles,Silver,Computer,4.5,15/12/2023,23,Satisfied,Books,1923,0
1230,26,Male,New York,Gold,Mobile Phone,3,16/12/2023,22,Neutral,Electronics,2973,0
1231,62,Male,Los Angeles,Silver,Mobile Phone,4,22/12/2023,16,Neutral,Home,2330,0
1232,62,Male,New York,Gold,Mobile Phone,4.7,9/12/2023,29,Satisfied,Clothing,1536,0
1233,62,Male,Houston,Bronze,Mobile Phone,3,13/12/2023,25,Neutral,Clothing,1150,0
1234,27,Female,Chicago,Bronze,Mobile Phone,4,23/12/2023,15,Neutral,Books,5070,0
1235,49,Male,Chicago,Bronze,Mobile Phone,4.9,28/12/2023,10,Satisfied,Electronics,1025,0
1236,49,Male,San Francisco,Gold,Mobile Phone,3.8,5/12/2023,33,Unsatisfied,Home,4059,0
1237,65,Male,San Francisco,Gold,Mobile Phone,4.9,28/12/2023,10,Satisfied,Home,4933,0
1238,25,Male,Miami,Silver,Mobile Phone,3.8,5/12/2023,33,Unsatisfied,Books,1591,0
1239,47,Male,Chicago,Bronze,Mobile Phone,4,13/11/2023,55,Unsatisfied,Home,2821,0
1240,47,Male,New York,Gold,Mobile Phone,3.4,26/11/2023,42,Unsatisfied,Home,4286,0
1241,47,Male,Los Angeles,Silver,Mobile Phone,4.7,26/12/2023,12,Satisfied,Electronics,1581,0
1242,58,Female,Houston,Bronze,Computer,4,18/11/2023,50,Unsatisfied,Clothing,5100,0
1243,58,Female,New York,Gold,Mobile Phone,3.3,17/12/2023,21,Neutral,Home,2246,0
1244,56,Male,Los Angeles,Silver,Mobile Phone,4.2,24/12/2023,14,Satisfied,Clothing,3254,0
1245,56,Male,New York,Gold,Mobile Phone,4.5,18/12/2023,20,Satisfied,Books,4655,0
1246,32,Male,Houston,Bronze,Computer,3.2,13/12/2023,25,Neutral,Books,3069,0
1247,47,Male,Chicago,Bronze,Mobile Phone,4.9,28/12/2023,10,Satisfied,Electronics,4697,0
1248,47,Male,San Francisco,Gold,Mobile Phone,3.8,5/12/2023,33,Unsatisfied,Electronics,4479,0
1249,47,Male,New York,Gold,Mobile Phone,4.3,25/12/2023,13,Neutral,Electronics,4752,0
1250,47,Male,Los Angeles,Silver,Computer,3.6,29/11/2023,39,Unsatisfied,Home,2249,0
1251,64,Male,San Francisco,Gold,Mobile Phone,3.6,23/11/2023,45,Unsatisfied,Books,3331,0
1252,19,Female,Chicago,Bronze,Mobile Phone,3.6,29/11/2023,39,Unsatisfied,Home,4844,0
1253,19,Female,Los Angeles,Silver,Mobile Phone,4.3,25/12/2023,13,Neutral,Books,3592,0
1254,19,Female,New York,Gold,Mobile Phone,4.6,11/12/2023,27,Satisfied,Electronics,3694,0
1255,31,Female,New York,Gold,Mobile Phone,4.1,8/11/2023,60,Unsatisfied,Home,4698,0
1256,31,Female,Los Angeles,Silver,Mobile Phone,3.4,9/12/2023,29,Neutral,Clothing,3481,0
1257,31,Female,Chicago,Bronze,Computer,4.5,5/12/2023,33,Satisfied,Clothing,4169,0
1258,25,Female,Chicago,Bronze,Mobile Phone,3.5,1/12/2023,37,Unsatisfied,Home,593,0
1259,58,Male,Houston,Bronze,Mobile Phone,3,20/12/2023,18,Neutral,Home,916,0
1260,58,Male,Miami,Silver,Mobile Phone,3.8,6/12/2023,32,Unsatisfied,Home,2940,0
1261,69,Female,New York,Gold,Mobile Phone,4,23/12/2023,15,Neutral,Electronics,4871,1
1262,65,Male,Chicago,Bronze,Mobile Phone,3.6,29/11/2023,39,Unsatisfied,Books,1245,0
1263,65,Male,San Francisco,Gold,Computer,4.9,28/12/2023,10,Satisfied,Home,3584,0
1264,48,Female,Los Angeles,Silver,Mobile Phone,4.5,6/12/2023,32,Satisfied,Books,4958,0
1265,48,Female,Chicago,Bronze,Mobile Phone,4.1,21/12/2023,17,Neutral,Books,866,0
